,Date,NIFTY MEDIA
3109,2020-07-28,1337.6
3110,2020-07-29,1332.15
3111,2020-07-30,1293.85
3112,2020-07-31,1300.7
3113,2020-08-03,1280.65
3114,2020-08-04,1276.55
3115,2020-08-05,1331.05
3116,2020-08-06,1344.85
3117,2020-08-07,1341.2
3118,2020-08-10,1340.25
3119,2020-08-11,1346.4
3120,2020-08-12,1364.85
3121,2020-08-13,1407.2
3122,2020-08-14,1431.6
3123,2020-08-17,1418.65
3124,2020-08-18,1444.65
3125,2020-08-19,1482.7
3126,2020-08-20,1538.5
3127,2020-08-21,1609.75
3128,2020-08-24,1592.0
3129,2020-08-25,1591.25
3130,2020-08-26,1604.0
3131,2020-08-27,1642.55
3132,2020-08-28,1654.1
3133,2020-08-31,1648.2
3134,2020-09-01,1574.05
3135,2020-09-02,1593.0
3136,2020-09-03,1655.6
3137,2020-09-04,1619.0
3138,2020-09-07,1655.15
3139,2020-09-08,1658.55
3140,2020-09-09,1592.75
3141,2020-09-10,1636.8
3142,2020-09-11,1640.35
3143,2020-09-14,1652.75
3144,2020-09-15,1668.95
3145,2020-09-16,1661.45
3146,2020-09-17,1620.65
3147,2020-09-18,1646.15
3148,2020-09-21,1646.1
3149,2020-09-22,1558.25
3150,2020-09-23,1534.0
3151,2020-09-24,1441.5
3152,2020-09-25,1453.25
3153,2020-09-28,1514.6
3154,2020-09-29,1570.9
3155,2020-09-30,1557.85
3156,2020-10-01,1604.3
